shipment_id,transaction_id,status,delivery_time_days,shipment_date
SHP_0003275,560287,Delivered,11,2025-06-27T04:07:16.827662
SHP_0003276,540798,Shipped,11,2025-08-30T17:55:49.025043
SHP_0003277,565411,Returned,9,2025-07-27T17:46:31.855119
SHP_0003278,565542,Processing,10,2025-06-01T01:41:04.071192
SHP_0003279,560448,Processing,5,2025-05-06T07:08:03.366426
SHP_0003280,563348,Shipped,5,2025-03-07T03:58:43.414912
SHP_0003281,564747,Processing,6,2025-05-05T10:41:33.565026
SHP_0003282,536597,Delivered,9,2026-02-12T01:18:52.366091
SHP_0003283,566596,Shipped,1,2025-05-11T14:31:22.088806
SHP_0003284,567236,Processing,1,2025-02-28T07:03:50.957144
SHP_0003285,569371,Processing,14,2025-05-02T16:01:31.568379
SHP_0003286,571193,Shipped,1,2026-01-10T19:06:19.859739
SHP_0003287,552835,Returned,6,2025-02-20T03:45:54.678061
SHP_0003288,558367,Processing,4,2025-04-13T15:43:09.368617
SHP_0003289,568564,Processing,14,2025-11-22T03:37:46.448023
SHP_0003290,573140,Returned,9,2025-05-08T05:13:15.722270
SHP_0003291,574194,Delivered,1,2025-11-01T18:57:18.984079
SHP_0003292,577597,Processing,2,2025-08-28T03:40:57.727365
SHP_0003293,552445,Processing,10,2025-03-30T20:27:36.592030
SHP_0003294,581146,Returned,4,2025-10-20T02:02:29.633794
SHP_0003295,538014,Returned,12,2025-05-15T00:31:47.779072
SHP_0003296,552463,Processing,1,2025-10-22T05:23:55.083488
SHP_0003297,559504,Shipped,4,2025-12-08T19:42:14.622234
SHP_0003298,579339,Processing,1,2025-11-22T09:05:46.758491
SHP_0003299,545344,Delivered,1,2025-11-27T11:36:01.143891
SHP_0003300,558358,Returned,8,2025-09-10T17:25:16.741408
SHP_0003301,572771,Returned,8,2025-07-18T16:53:02.986410
SHP_0003302,568150,Shipped,1,2025-03-12T22:32:09.291842
SHP_0003303,563848,Delivered,8,2025-05-23T18:32:22.416393
SHP_0003304,552028,Shipped,5,2026-01-22T05:33:16.566718
SHP_0003305,561898,Delivered,6,2025-07-09T00:23:53.898368
SHP_0003306,571446,Processing,4,2025-06-10T17:20:20.613762
SHP_0003307,552326,Processing,2,2025-04-20T07:17:26.211269
SHP_0003308,565679,Shipped,7,2025-04-29T08:50:25.047359
SHP_0003309,538943,Processing,12,2025-11-16T13:17:14.889787
SHP_0003310,553374,Shipped,10,2025-06-05T19:09:36.888358
SHP_0003311,549575,Shipped,7,2025-06-14T18:30:20.759553
SHP_0003312,536585,Delivered,9,2025-10-05T08:57:33.519089
SHP_0003313,560713,Returned,10,2025-04-09T04:54:28.839748
SHP_0003314,569103,Processing,11,2025-06-18T13:04:10.533850
SHP_0003315,553216,Returned,8,2025-10-19T11:52:06.008163
SHP_0003316,578154,Shipped,8,2025-09-23T10:43:31.755144
SHP_0003317,559016,Shipped,8,2025-04-11T04:40:29.295798
SHP_0003318,536460,Processing,7,2025-09-15T04:00:04.479840
SHP_0003319,570252,Shipped,6,2025-10-30T07:43:53.234611
SHP_0003320,544189,Delivered,4,2025-12-23T22:29:54.508758
SHP_0003321,564357,Shipped,10,2026-01-23T10:49:15.736892
SHP_0003322,556792,Returned,9,2025-06-15T04:05:55.133474
SHP_0003323,564378,Delivered,6,2025-06-10T18:30:40.101119
SHP_0003324,568040,Shipped,4,2025-09-16T12:55:47.279710
SHP_0003325,536588,Shipped,13,2025-06-19T03:04:24.333827
SHP_0003326,553210,Delivered,4,2025-06-30T00:49:31.046925
SHP_0003327,544073,Shipped,4,2025-09-29T21:30:34.237618
SHP_0003328,552034,Delivered,14,2025-03-25T10:28:44.214180
SHP_0003329,549322,Shipped,11,2025-02-16T07:56:04.068715
SHP_0003330,558626,Shipped,13,2025-10-11T11:59:37.713180
SHP_0003331,570919,Shipped,14,2025-07-10T21:59:16.853793
SHP_0003332,551013,Returned,14,2025-09-06T20:42:54.800174
SHP_0003333,578925,Delivered,10,2025-10-25T23:15:39.975126
SHP_0003334,542108,Delivered,3,2025-08-02T13:41:07.481668
SHP_0003335,569999,Returned,10,2025-09-04T13:27:05.546597
SHP_0003336,570124,Shipped,4,2025-11-20T16:38:10.945933
SHP_0003337,571309,Delivered,1,2025-08-31T08:29:16.278663
SHP_0003338,558891,Delivered,7,2025-11-22T00:56:21.768621
SHP_0003339,552850,Delivered,9,2025-05-06T14:09:41.857304
SHP_0003340,565929,Processing,13,2025-12-02T16:19:58.112828
SHP_0003341,576573,Processing,5,2025-02-27T19:45:26.000262
SHP_0003342,542623,Delivered,9,2025-03-28T20:02:02.211585
SHP_0003343,552296,Processing,13,2026-01-23T22:00:37.604015
SHP_0003344,562541,Shipped,6,2026-01-20T22:44:32.232341
SHP_0003345,578526,Processing,6,2025-09-30T12:44:24.828511
SHP_0003346,540908,Delivered,4,2026-01-26T15:19:02.896309
SHP_0003347,565685,Delivered,7,2025-11-07T17:20:08.594577
SHP_0003348,555732,Shipped,14,2025-09-21T05:24:16.680124
SHP_0003349,552555,Shipped,12,2025-02-21T16:18:36.149750
SHP_0003350,563214,Delivered,7,2026-01-09T20:44:16.483207
SHP_0003351,557146,Delivered,9,2025-11-07T20:47:15.016180
SHP_0003352,539336,Processing,7,2025-05-31T20:54:11.340703
SHP_0003353,555735,Delivered,12,2025-10-03T00:37:01.920936
SHP_0003354,575135,Delivered,6,2025-05-14T10:56:24.352027
SHP_0003355,546556,Returned,2,2025-03-01T22:59:22.863458
SHP_0003356,575754,Shipped,5,2025-04-16T22:05:07.776613
SHP_0003357,579062,Processing,8,2025-03-25T15:54:01.309536
SHP_0003358,549021,Shipped,2,2025-06-30T15:40:12.484654
SHP_0003359,567239,Delivered,13,2025-09-14T17:54:27.991102
SHP_0003360,569234,Shipped,11,2025-06-03T12:48:55.014147
SHP_0003361,544454,Delivered,6,2025-11-01T14:28:52.156023
SHP_0003362,559906,Processing,1,2026-01-01T14:30:59.903804
SHP_0003363,551144,Processing,10,2025-07-20T22:32:16.496705
SHP_0003364,558331,Returned,12,2025-04-03T06:44:39.593312
SHP_0003365,574724,Processing,3,2025-09-26T15:52:34.870614
SHP_0003366,543287,Delivered,14,2025-10-03T14:05:15.229089
SHP_0003367,555592,Delivered,10,2026-01-10T06:15:25.452791
SHP_0003368,553996,Shipped,9,2025-11-14T02:41:14.847462
SHP_0003369,555476,Delivered,2,2025-06-06T20:28:38.944067
SHP_0003370,574480,Delivered,6,2025-02-25T04:34:13.010798
SHP_0003371,572128,Shipped,3,2025-08-02T17:34:28.637130
SHP_0003372,539464,Delivered,12,2025-10-18T19:30:42.675629
SHP_0003373,543805,Shipped,10,2025-08-20T03:52:04.916344
SHP_0003374,563705,Returned,9,2025-05-04T04:55:10.666084
SHP_0003375,578791,Returned,11,2025-07-26T13:41:33.790597
SHP_0003376,539586,Shipped,10,2025-02-28T05:44:09.123121
SHP_0003377,580518,Processing,13,2026-01-05T08:23:50.799579
SHP_0003378,545907,Delivered,11,2025-09-26T15:34:17.863416
SHP_0003379,550495,Shipped,3,2025-04-10T13:29:30.533623
SHP_0003380,541566,Delivered,14,2026-01-21T08:00:25.821678
SHP_0003381,549432,Returned,13,2025-05-26T13:39:01.867154
SHP_0003382,538002,Shipped,11,2025-09-19T08:06:33.316265
SHP_0003383,536969,Shipped,2,2026-02-07T03:10:20.361863
SHP_0003384,560186,Delivered,11,2025-03-01T18:55:06.165103
SHP_0003385,546791,Returned,4,2025-07-15T10:52:34.505957
SHP_0003386,542897,Processing,10,2026-01-04T15:23:55.291101
SHP_0003387,544299,Returned,2,2025-09-19T23:03:24.811740
SHP_0003388,561868,Delivered,14,2025-03-13T20:41:33.256932
SHP_0003389,539452,Processing,13,2025-06-12T08:09:08.949380
SHP_0003390,566450,Shipped,5,2025-05-07T14:31:12.793941
SHP_0003391,560451,Processing,12,2025-05-01T19:00:03.947537
SHP_0003392,567537,Shipped,6,2025-06-24T09:40:17.970970
SHP_0003393,572104,Shipped,7,2025-02-16T04:33:57.229131
SHP_0003394,579711,Shipped,13,2026-01-10T16:34:40.114339
SHP_0003395,577487,Delivered,10,2025-07-31T16:39:28.896126
SHP_0003396,549944,Shipped,9,2025-09-18T09:47:28.354470
SHP_0003397,554672,Processing,10,2025-07-17T17:07:57.656096
SHP_0003398,576055,Delivered,7,2025-04-11T10:40:16.293814
SHP_0003399,542989,Processing,1,2026-02-01T14:40:02.568751
SHP_0003400,545234,Delivered,6,2025-08-10T02:37:28.227736
SHP_0003401,564482,Shipped,10,2025-08-18T01:56:27.556548
SHP_0003402,566849,Delivered,10,2025-04-06T11:45:44.678995
SHP_0003403,557560,Delivered,11,2025-10-02T11:49:16.887133
SHP_0003404,540277,Shipped,11,2025-08-28T13:40:31.487038
SHP_0003405,549417,Returned,5,2025-03-28T09:45:32.444810
SHP_0003406,549560,Processing,9,2026-01-27T00:28:05.207170
SHP_0003407,554684,Delivered,6,2025-03-10T02:25:03.572358
SHP_0003408,552573,Shipped,1,2025-11-18T05:25:14.114494
SHP_0003409,558748,Returned,10,2025-09-04T02:36:21.124749
SHP_0003410,570806,Delivered,3,2026-01-05T20:34:03.246601
SHP_0003411,544055,Shipped,9,2025-06-05T21:51:49.496427
SHP_0003412,577469,Processing,9,2025-06-10T13:30:23.552009
SHP_0003413,580235,Returned,8,2025-11-07T11:42:20.983397
SHP_0003414,568311,Shipped,1,2025-11-16T10:50:17.024246
SHP_0003415,578541,Returned,11,2025-06-18T19:56:06.261746
SHP_0003416,563571,Returned,11,2025-12-27T14:01:46.066280
SHP_0003417,574706,Processing,10,2026-01-10T03:55:03.786229
SHP_0003418,561466,Processing,11,2026-02-04T21:13:49.652885
SHP_0003419,566480,Returned,5,2025-07-30T04:36:56.216263
SHP_0003420,547092,Shipped,9,2025-05-04T08:04:21.822653
SHP_0003421,580875,Returned,2,2025-05-03T17:04:44.544840
SHP_0003422,538050,Shipped,4,2025-05-29T22:09:02.665072
SHP_0003423,569865,Shipped,6,2025-02-17T06:56:43.578890
SHP_0003424,551516,Delivered,11,2025-07-11T01:42:24.492284
SHP_0003425,552820,Processing,6,2025-07-07T03:00:43.230717
SHP_0003426,545904,Processing,5,2026-01-05T08:59:02.456709
SHP_0003427,538181,Returned,12,2025-06-01T08:59:19.893749
SHP_0003428,541843,Shipped,6,2025-09-23T00:27:19.512650
SHP_0003429,550364,Returned,12,2025-12-04T13:46:36.939741
SHP_0003430,544317,Delivered,13,2025-03-15T14:05:30.393796
SHP_0003431,562940,Processing,7,2025-05-02T17:33:37.020047
SHP_0003432,560725,Shipped,5,2025-08-09T17:58:41.293135
SHP_0003433,571169,Delivered,1,2025-09-09T19:45:41.585713
SHP_0003434,541417,Delivered,4,2025-06-26T04:59:34.516543
SHP_0003435,558069,Shipped,9,2025-07-07T19:22:55.720837
SHP_0003436,562011,Delivered,2,2025-08-02T21:34:04.160705
SHP_0003437,546404,Returned,3,2025-04-19T18:06:40.321990
SHP_0003438,558093,Processing,10,2025-05-16T17:59:40.082856
SHP_0003439,565923,Processing,13,2025-05-05T21:22:06.103806
SHP_0003440,556244,Delivered,1,2026-02-07T12:24:50.518435
SHP_0003441,568555,Shipped,12,2025-06-11T18:34:00.522329
SHP_0003442,565149,Processing,14,2025-12-28T05:29:26.400534
SHP_0003443,574444,Shipped,10,2025-08-19T05:36:46.171020
SHP_0003444,574575,Shipped,11,2025-10-17T14:26:01.280499
SHP_0003445,578544,Returned,6,2025-09-11T05:33:47.282928
SHP_0003446,579854,Shipped,3,2025-10-31T05:13:34.843187
SHP_0003447,547842,Returned,8,2026-01-26T15:43:00.647406
SHP_0003448,581167,Delivered,5,2026-01-25T11:27:01.301222
SHP_0003449,577076,Delivered,3,2025-04-13T05:05:55.649031
SHP_0003450,544192,Delivered,14,2025-10-17T12:16:55.903785
SHP_0003451,545752,Processing,14,2025-05-04T01:10:03.666910
SHP_0003452,551278,Shipped,11,2025-12-08T00:09:31.374694
SHP_0003453,538535,Processing,6,2025-08-09T05:58:48.944487
SHP_0003454,565408,Returned,14,2025-12-02T19:02:54.542389
SHP_0003455,570285,Shipped,11,2026-01-11T10:52:35.610069
SHP_0003456,563589,Returned,4,2025-07-01T23:49:54.991582
SHP_0003457,537255,Processing,8,2025-08-12T08:31:44.844250
SHP_0003458,545889,Shipped,6,2025-05-01T04:22:29.602210
SHP_0003459,549283,Returned,13,2025-09-07T08:23:01.227991
SHP_0003460,578684,Processing,7,2025-12-16T07:13:10.894300
SHP_0003461,539056,Shipped,1,2025-10-24T22:52:53.269330
SHP_0003462,549182,Returned,13,2025-03-04T09:24:20.394508
SHP_0003463,562538,Shipped,9,2026-02-10T00:22:55.727739
SHP_0003464,573277,Processing,8,2025-11-25T14:06:58.083450
SHP_0003465,568320,Returned,3,2025-09-24T09:00:05.221107
SHP_0003466,562276,Returned,11,2025-09-30T10:37:12.696428
SHP_0003467,575924,Shipped,14,2025-06-08T18:18:44.812723
SHP_0003468,578115,Shipped,12,2025-06-10T20:55:32.346809
SHP_0003469,551528,Returned,7,2025-10-25T11:09:11.281226
SHP_0003470,567653,Shipped,13,2025-06-14T23:32:38.802807
SHP_0003471,547223,Returned,6,2025-10-31T12:25:07.122319
SHP_0003472,550334,Shipped,14,2025-11-19T08:21:56.863428
SHP_0003473,566617,Shipped,11,2025-06-19T02:45:17.588211
SHP_0003474,546017,Shipped,2,2025-05-02T16:22:22.688537
SHP_0003475,546562,Delivered,11,2025-10-06T08:29:39.472641
SHP_0003476,565155,Returned,12,2025-11-24T07:10:14.043917
SHP_0003477,567528,Delivered,7,2025-10-27T14:34:00.541781
SHP_0003478,562806,Processing,9,2026-01-30T20:50:38.869467
SHP_0003479,568805,Delivered,1,2025-05-28T07:55:02.039543
SHP_0003480,552323,Processing,12,2025-11-25T19:12:57.908385
SHP_0003481,559507,Shipped,12,2026-01-24T23:09:30.562458
SHP_0003482,561511,Processing,4,2025-03-16T02:54:19.079705
SHP_0003483,557301,Shipped,9,2025-11-13T11:23:27.125520
SHP_0003484,558608,Delivered,2,2025-07-17T12:14:53.903035
SHP_0003485,565420,Processing,14,2025-07-27T06:36:46.182803
SHP_0003486,549185,Shipped,4,2025-08-09T02:55:02.304989
SHP_0003487,569222,Delivered,13,2025-11-19T08:19:58.836071
SHP_0003488,556908,Processing,3,2025-03-02T01:24:11.861255
SHP_0003489,540512,Processing,2,2025-07-30T21:29:15.419089
SHP_0003490,575897,Returned,2,2026-01-19T01:28:11.952155
SHP_0003491,566465,Returned,3,2025-09-01T12:41:37.998339
SHP_0003492,554142,Processing,2,2026-01-26T09:12:39.031908
SHP_0003493,571565,Processing,1,2026-01-27T22:32:51.424903
SHP_0003494,546687,Delivered,11,2025-12-14T15:09:29.011987
SHP_0003495,552966,Returned,1,2025-09-21T12:49:44.761381
SHP_0003496,567906,Shipped,13,2025-06-29T17:23:13.013359
SHP_0003497,570017,Delivered,5,2025-03-10T06:20:40.178191
SHP_0003498,580107,Processing,3,2025-08-17T04:08:44.643972
SHP_0003499,581405,Shipped,8,2025-09-10T20:22:13.449388
SHP_0003500,570249,Returned,10,2025-10-07T22:42:17.624446
SHP_0003501,566218,Processing,8,2025-07-14T01:49:39.882599
SHP_0003502,538812,Returned,4,2025-04-28T10:46:29.130965
SHP_0003503,552859,Processing,4,2025-07-05T08:16:14.778214
SHP_0003504,556116,Returned,13,2025-02-22T00:32:41.164219
SHP_0003505,574081,Processing,3,2026-01-20T04:12:15.499664
SHP_0003506,573131,Returned,13,2025-07-05T08:46:52.213426
SHP_0003507,553350,Shipped,1,2025-07-24T06:17:08.888027
SHP_0003508,559641,Returned,12,2026-02-10T20:59:49.996207
SHP_0003509,580753,Returned,2,2025-10-31T09:54:23.141899
SHP_0003510,549581,Shipped,12,2025-06-27T00:04:21.526014
SHP_0003511,550352,Delivered,7,2025-07-08T08:10:36.557634
SHP_0003512,549557,Returned,2,2025-10-10T21:11:05.221329
SHP_0003513,568162,Shipped,4,2025-11-22T09:45:54.279982
SHP_0003514,553889,Processing,12,2025-05-27T12:27:05.549263
SHP_0003515,542891,Delivered,3,2025-11-21T23:37:39.715215
SHP_0003516,554264,Shipped,2,2025-05-11T08:28:44.695192
SHP_0003517,550608,Shipped,2,2026-01-05T07:34:43.831331
SHP_0003518,549054,Returned,1,2025-07-04T09:20:12.606833
SHP_0003519,538008,Returned,3,2025-09-02T21:01:08.217540
SHP_0003520,540530,Delivered,10,2025-07-31T11:18:05.455598
SHP_0003521,554160,Delivered,13,2025-09-21T19:25:18.255489
SHP_0003522,562919,Processing,12,2025-09-16T15:11:42.656359
SHP_0003523,571306,Shipped,13,2026-01-21T15:26:47.362362
SHP_0003524,573006,Returned,6,2025-09-08T08:44:16.196041
SHP_0003525,576058,Processing,11,2025-05-21T14:32:40.300936
SHP_0003526,566230,Shipped,6,2025-08-24T05:59:08.163349
SHP_0003527,574355,Returned,12,2025-07-09T05:11:18.135811
SHP_0003528,566590,Processing,7,2025-04-23T21:53:22.980125
SHP_0003529,551897,Shipped,9,2025-09-15T19:23:05.779323
SHP_0003530,538797,Processing,6,2025-11-23T23:20:01.752313
SHP_0003531,559930,Shipped,6,2025-08-04T18:21:31.751435
SHP_0003532,569892,Shipped,8,2025-06-13T07:42:08.890539
SHP_0003533,570118,Returned,2,2025-10-08T18:59:46.111552
SHP_0003534,548643,Delivered,8,2025-07-12T00:19:38.011441
SHP_0003535,565926,Returned,14,2025-12-20T10:03:54.344780
SHP_0003536,569901,Shipped,7,2025-10-02T02:28:10.337978
SHP_0003537,563205,Processing,13,2025-08-19T01:47:10.432097
SHP_0003538,568165,Returned,13,2025-08-14T15:34:10.966182
SHP_0003539,572741,Shipped,11,2025-07-28T10:03:28.154931
SHP_0003540,563836,Returned,6,2025-03-09T22:12:50.491013
SHP_0003541,574093,Shipped,6,2025-11-30T19:57:02.341645
SHP_0003542,568704,Processing,13,2026-01-05T11:42:25.385503
SHP_0003543,561207,Delivered,5,2026-01-31T11:09:28.870608
SHP_0003544,556500,Processing,9,2025-06-20T15:42:39.475881
SHP_0003545,576189,Processing,14,2025-05-05T10:56:20.615328
SHP_0003546,577067,Processing,1,2025-03-28T22:17:09.656514
SHP_0003547,555875,Shipped,11,2025-08-28T01:52:57.156146
SHP_0003548,572089,Shipped,5,2025-07-15T00:31:23.409578
SHP_0003549,575519,Delivered,11,2025-06-04T14:05:45.958341
SHP_0003550,550620,Shipped,13,2025-08-19T03:58:24.642473
SHP_0003551,581432,Returned,13,2025-12-10T12:51:29.442501
SHP_0003552,550998,Delivered,14,2025-04-09T00:26:40.478481
SHP_0003553,570797,Returned,1,2025-09-10T22:14:07.338611
SHP_0003554,537523,Delivered,5,2025-10-27T01:12:15.937443
SHP_0003555,547488,Processing,1,2025-06-08T10:07:57.221473
SHP_0003556,567912,Returned,3,2025-12-12T22:09:07.421531
SHP_0003557,558194,Shipped,5,2025-03-08T19:31:46.593841
SHP_0003558,559927,Delivered,12,2025-12-27T13:23:38.492917
SHP_0003559,577109,Shipped,5,2025-11-04T18:32:56.359575
SHP_0003560,573027,Shipped,3,2025-08-28T09:17:01.054756
SHP_0003561,576847,Returned,9,2025-02-17T18:47:22.364563
SHP_0003562,549027,Shipped,11,2025-05-01T08:34:01.463917
SHP_0003563,570818,Shipped,1,2026-01-15T11:34:05.784480
SHP_0003564,548896,Returned,13,2025-08-16T01:26:44.059460
SHP_0003565,550328,Delivered,5,2025-11-10T20:05:01.097565
SHP_0003566,555854,Delivered,5,2025-11-20T23:10:23.354777
SHP_0003567,549542,Returned,13,2025-11-27T22:40:23.658951
SHP_0003568,578806,Returned,8,2025-10-18T04:01:55.550672
SHP_0003569,550325,Shipped,6,2025-03-07T21:36:08.194534
SHP_0003570,551519,Shipped,8,2025-12-07T13:07:40.754408
SHP_0003571,579708,Processing,9,2025-06-29T05:23:01.921334
SHP_0003572,545505,Shipped,12,2025-06-30T00:01:50.708652
SHP_0003573,550477,Returned,2,2025-10-06T03:09:02.584459
SHP_0003574,553895,Processing,13,2025-05-21T14:27:15.151261
SHP_0003575,560972,Returned,7,2025-08-01T10:17:32.339933
SHP_0003576,581000,Delivered,5,2025-06-15T09:57:50.408888
SHP_0003577,553749,Delivered,2,2025-03-31T08:16:31.767884
SHP_0003578,549301,Shipped,4,2025-12-20T04:20:50.985899
SHP_0003579,578112,Delivered,14,2025-09-08T10:56:25.275357
SHP_0003580,552954,Processing,2,2025-05-01T21:51:41.839097
SHP_0003581,552814,Returned,12,2025-06-20T19:15:18.646611
SHP_0003582,544689,Shipped,10,2026-02-05T11:53:03.822279
SHP_0003583,552960,Processing,6,2025-08-06T05:47:18.496967
SHP_0003584,562392,Processing,10,2026-01-04T11:25:48.387925
SHP_0003585,580637,Processing,10,2025-12-25T13:04:47.189196
SHP_0003586,544430,Processing,11,2025-10-14T19:32:25.732034
SHP_0003587,540274,Shipped,13,2025-07-03T20:01:44.341109
SHP_0003588,544969,Delivered,9,2025-08-29T07:41:28.545974
SHP_0003589,543278,Processing,3,2025-10-29T00:52:43.142998
SHP_0003590,545085,Processing,13,2025-12-07T02:39:28.302353
SHP_0003591,557572,Shipped,12,2025-03-10T18:05:48.462657
SHP_0003592,538157,Delivered,12,2025-10-02T18:54:02.971740
SHP_0003593,574313,Processing,3,2025-11-28T22:10:34.853251
SHP_0003594,571732,Shipped,3,2025-09-09T21:08:59.743732
SHP_0003595,581399,Shipped,4,2025-11-20T08:09:58.758562
SHP_0003596,543117,Delivered,14,2025-07-04T12:17:02.549141
SHP_0003597,549280,Shipped,2,2025-04-12T14:03:35.563838
SHP_0003598,544067,Processing,14,2025-11-12T19:14:38.216200
SHP_0003599,550465,Returned,7,2025-10-25T09:20:23.064669
SHP_0003600,559120,Processing,2,2026-02-06T15:26:14.111880
SHP_0003601,580095,Processing,7,2026-01-29T16:14:55.034320
SHP_0003602,537898,Processing,11,2025-07-23T23:50:04.228955
SHP_0003603,545645,Shipped,11,2025-10-28T01:31:31.652095
SHP_0003604,537743,Shipped,1,2025-03-31T15:13:50.299014
SHP_0003605,541950,Returned,13,2025-09-11T15:04:42.551862
SHP_0003606,560686,Returned,11,2025-03-13T16:04:41.412374
SHP_0003607,564092,Delivered,8,2025-12-06T04:36:11.736351
SHP_0003608,566736,Processing,11,2025-09-16T00:02:45.438268
SHP_0003609,566971,Processing,14,2025-04-01T21:36:41.584560
SHP_0003610,579991,Processing,5,2025-07-07T00:41:06.414922
SHP_0003611,581143,Shipped,3,2025-09-03T20:12:09.189836
SHP_0003612,544457,Delivered,8,2025-11-24T16:57:26.650791
SHP_0003613,571824,Delivered,13,2025-11-02T07:38:49.179409
SHP_0003614,574319,Returned,12,2025-05-06T05:42:15.030123
SHP_0003615,564902,Returned,5,2025-03-17T04:03:37.428267
SHP_0003616,562517,Processing,7,2025-03-26T19:24:14.376574
SHP_0003617,563732,Returned,2,2025-07-17T01:03:21.799725
SHP_0003618,566709,Processing,9,2025-05-21T02:17:36.508389
SHP_0003619,564637,Processing,2,2025-12-15T21:29:23.046953
SHP_0003620,581137,Processing,1,2025-12-10T04:16:58.748497
SHP_0003621,549941,Shipped,10,2026-02-06T18:12:24.519484
SHP_0003622,574316,Delivered,14,2025-06-01T00:36:27.927511
SHP_0003623,539324,Shipped,2,2026-01-08T06:40:38.686611
SHP_0003624,563208,Processing,2,2025-08-26T15:42:26.744215
SHP_0003625,537222,Delivered,4,2025-12-02T13:18:40.878119
SHP_0003626,577719,Shipped,13,2026-01-24T15:23:18.853856
SHP_0003627,553383,Shipped,3,2025-02-28T14:27:10.937162
SHP_0003628,557670,Returned,9,2025-07-20T16:37:20.403954
SHP_0003629,539196,Delivered,11,2025-10-04T13:00:37.291730
SHP_0003630,555741,Shipped,1,2025-05-08T11:30:46.227639
SHP_0003631,573262,Returned,10,2026-01-28T02:32:53.113054
SHP_0003632,551662,Processing,9,2025-11-25T14:29:10.321473
SHP_0003633,552055,Returned,8,2025-12-20T04:49:11.280680
SHP_0003634,543549,Processing,13,2025-09-15T18:05:39.043482
SHP_0003635,555199,Returned,3,2025-05-05T22:17:25.037711
SHP_0003636,564634,Processing,14,2026-01-23T05:30:42.053317
SHP_0003637,541849,Returned,2,2025-12-04T11:09:01.178847
SHP_0003638,579437,Returned,14,2025-07-26T10:37:36.086966
SHP_0003639,571205,Shipped,12,2025-03-04T11:57:02.181904
SHP_0003640,575269,Processing,1,2025-06-21T16:26:37.464935
SHP_0003641,569493,Returned,5,2026-01-16T21:09:12.938032
SHP_0003642,543251,Shipped,4,2025-06-08T01:43:24.685064
SHP_0003643,580104,Processing,5,2025-09-01T04:41:12.533159
SHP_0003644,549974,Returned,1,2025-04-01T00:06:47.315075
SHP_0003645,560579,Returned,2,2025-07-22T02:57:39.762808
SHP_0003646,555720,Processing,3,2026-01-07T15:59:55.411588
SHP_0003647,561773,Shipped,12,2025-09-20T08:53:42.678111
SHP_0003648,580607,Shipped,7,2025-05-21T22:51:48.611765
SHP_0003649,564896,Processing,2,2025-04-26T07:08:50.229146
SHP_0003650,561109,Delivered,11,2025-10-27T17:02:39.059630
SHP_0003651,566087,Delivered,2,2026-01-05T11:01:02.317815
SHP_0003652,538660,Processing,8,2025-10-23T17:14:17.570142
SHP_0003653,564369,Processing,12,2026-01-25T11:05:21.808520
SHP_0003654,561889,Processing,7,2025-08-29T16:28:42.719780
SHP_0003655,565569,Shipped,4,2026-01-22T04:51:56.013885
SHP_0003656,572098,Shipped,5,2025-10-21T19:07:34.162141
SHP_0003657,569731,Shipped,12,2025-05-27T10:24:42.635701
SHP_0003658,578017,Shipped,1,2025-03-03T22:32:00.895556
SHP_0003659,544162,Returned,13,2025-09-01T08:49:13.945421
SHP_0003660,548792,Delivered,7,2025-03-22T11:27:03.603077
SHP_0003661,549548,Returned,14,2026-01-21T12:33:49.740588
SHP_0003662,553734,Shipped,2,2025-09-29T11:29:18.512341
SHP_0003663,558885,Delivered,6,2025-08-19T13:44:32.469402
SHP_0003664,561222,Returned,3,2025-12-06T07:55:30.762840
SHP_0003665,554139,Shipped,9,2025-04-13T07:08:44.197819
SHP_0003666,561219,Returned,9,2025-11-27T18:25:42.974744
SHP_0003667,569767,Delivered,10,2025-08-23T07:07:07.624361
SHP_0003668,560692,Returned,8,2025-12-20T12:12:18.727662
SHP_0003669,547714,Processing,3,2025-04-10T00:19:46.766846
SHP_0003670,574590,Shipped,14,2026-01-21T01:16:29.046558
SHP_0003671,549447,Shipped,1,2025-12-07T06:53:07.909945
SHP_0003672,570416,Delivered,10,2025-05-20T19:04:29.545950
SHP_0003673,581149,Returned,5,2025-10-21T10:09:25.735108
SHP_0003674,540396,Returned,7,2025-11-29T20:52:56.847005
SHP_0003675,558721,Processing,5,2025-04-12T13:38:43.682607
SHP_0003676,564381,Delivered,8,2025-05-03T22:38:10.635144
SHP_0003677,575525,Returned,5,2025-06-24T06:22:58.248055
SHP_0003678,542611,Returned,7,2025-07-13T23:50:23.107979
SHP_0003679,538288,Returned,3,2025-07-13T01:13:52.966445
SHP_0003680,553874,Shipped,10,2026-02-02T10:26:28.234345
SHP_0003681,565143,Processing,2,2025-11-29T10:31:26.011417
SHP_0003682,552948,Delivered,11,2025-07-17T19:49:10.951952
SHP_0003683,580997,Delivered,4,2025-08-18T22:14:37.853942
SHP_0003684,577359,Shipped,14,2025-05-21T18:31:55.252936
SHP_0003685,543814,Shipped,6,2025-08-12T10:30:57.047383
SHP_0003686,568674,Shipped,13,2025-08-10T16:54:04.511357
SHP_0003687,573396,Delivered,8,2026-01-09T16:02:32.641075
SHP_0003688,550197,Returned,5,2025-09-15T14:54:02.184150
SHP_0003689,555077,Shipped,13,2025-05-26T01:34:05.132701
SHP_0003690,547833,Processing,3,2025-08-30T07:28:16.451109
